"Title","Date","Latest","diff01","diff12","ratio01","ratio12","PorN","fig1","fig2","fig3","fig4","fig5"
"労働力人口(万人)-男女計:季節調整値","2017年07月",6736,15,44,0.2,0.7,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-1.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-1.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-1.png"" width=""15%"" /></a>"
"労働力人口(万人)-男:季節調整値","2017年07月",3791,11,8,0.3,0.2,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-2.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-2.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-2.png"" width=""15%"" /></a>"
"労働力人口(万人)-女:季節調整値","2017年07月",2944,3,35,0.1,1.2,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-3.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-3.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-3.png"" width=""15%"" /></a>"
"就業者(万人)-男女計:季節調整値","2017年07月",6545,14,57,0.2,0.9,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-4.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-4.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-4.png"" width=""15%"" /></a>"
"就業者(万人)-男:季節調整値","2017年07月",3673,4,13,0.1,0.4,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-5.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-5.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-5.png"" width=""15%"" /></a>"
"就業者(万人)-女:季節調整値","2017年07月",2872,9,43,0.3,1.5,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-6.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-6.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-6.png"" width=""15%"" /></a>"
"雇用者(万人)-男女計:季節調整値","2017年07月",5846,20,96,0.3,1.7,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-7.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-7.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-7.png"" width=""15%"" /></a>"
"雇用者(万人)-男:季節調整値","2017年07月",3241,10,37,0.3,1.2,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-8.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-8.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-8.png"" width=""15%"" /></a>"
"雇用者(万人)-女:季節調整値","2017年07月",2603,9,59,0.3,2.3,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-9.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-9.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-9.png"" width=""15%"" /></a>"
"完全失業者(万人)-男女計:季節調整値","2017年07月",190,1,-12,0.5,-5.9,TRUE,"<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-ma-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-3-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-bp-4-10.png"" width=""15%"" /></a>","<a href=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-10.png""><img border=""0"" src=""http://indicator.am-consulting.co.jp/AMCC-TSplot/labor.force.survey-acf-10.png"" width=""15%"" /></a>"
